Year,Sector,Sex,Age group,Labour force value
1980,Wholesale and retail,Males,25 to 54 years,50.8
1980,Wholesale and retail,Males,55 years and over,8.0
1981,Agriculture & forestry,Both sexes,15 to 24 years,16.1
1981,Agriculture & forestry,Both sexes,15 years and over,79.1
1981,Agriculture & forestry,Both sexes,25 to 54 years,45.4
1981,Agriculture & forestry,Both sexes,55 years and over,17.7
1981,Agriculture & forestry,Females,15 to 24 years,3.7
1981,Agriculture & forestry,Females,15 years and over,20.5
1981,Agriculture & forestry,Females,25 to 54 years,13.6
1981,Agriculture & forestry,Females,55 years and over,3.2
1981,Agriculture & forestry,Males,15 to 24 years,12.4
1981,Agriculture & forestry,Males,15 years and over,58.6
1981,Agriculture & forestry,Males,25 to 54 years,31.8
1981,Agriculture & forestry,Males,55 years and over,14.4
1981,Business & professional services,Both sexes,15 to 24 years,117.3
1981,Business & professional services,Both sexes,15 years and over,317.0
1981,Business & professional services,Both sexes,25 to 54 years,178.3
1981,Business & professional services,Both sexes,55 years and over,21.5
1981,Business & professional services,Females,15 to 24 years,70.3
1981,Business & professional services,Females,15 years and over,167.0
1981,Business & professional services,Females,25 to 54 years,87.7
1981,Business & professional services,Females,55 years and over,5.4
1981,Business & professional services,Males,15 to 24 years,47.1
1981,Business & professional services,Males,15 years and over,150.2
1981,Business & professional services,Males,25 to 54 years,90.6
1981,Business & professional services,Males,55 years and over,9.9
1981,Construction & construction trades,Both sexes,15 to 24 years,37.3
1981,Construction & construction trades,Both sexes,15 years and over,134.1
1981,Construction & construction trades,Both sexes,25 to 54 years,89.7
1981,Construction & construction trades,Both sexes,55 years and over,7.1
1981,Construction & construction trades,Females,15 to 24 years,3.7
1981,Construction & construction trades,Females,15 years and over,12.9
1981,Construction & construction trades,Females,25 to 54 years,8.6
1981,Construction & construction trades,Females,55 years and over,0.0
1981,Construction & construction trades,Males,15 to 24 years,33.6
1981,Construction & construction trades,Males,15 years and over,121.2
1981,Construction & construction trades,Males,25 to 54 years,81.1
1981,Construction & construction trades,Males,55 years and over,6.5
1981,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,35.1
1981,"Manufacturing, packaging & processing",Both sexes,15 years and over,112.0
1981,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,67.7
1981,"Manufacturing, packaging & processing",Both sexes,55 years and over,9.2
1981,"Manufacturing, packaging & processing",Females,15 to 24 years,8.7
1981,"Manufacturing, packaging & processing",Females,15 years and over,25.9
1981,"Manufacturing, packaging & processing",Females,25 to 54 years,15.6
1981,"Manufacturing, packaging & processing",Females,55 years and over,1.6
1981,"Manufacturing, packaging & processing",Males,15 to 24 years,26.4
1981,"Manufacturing, packaging & processing",Males,15 years and over,86.0
1981,"Manufacturing, packaging & processing",Males,25 to 54 years,52.0
1981,"Manufacturing, packaging & processing",Males,55 years and over,7.6
1981,Mining & petroleum development,Both sexes,15 to 24 years,0.0
1981,Mining & petroleum development,Both sexes,15 years and over,0.0
1981,Mining & petroleum development,Both sexes,25 to 54 years,0.0
1981,Mining & petroleum development,Both sexes,55 years and over,0.0
1981,Mining & petroleum development,Females,15 to 24 years,0.0
1981,Mining & petroleum development,Females,15 years and over,0.0
1981,Mining & petroleum development,Females,25 to 54 years,0.0
1981,Mining & petroleum development,Females,55 years and over,0.0
1981,Mining & petroleum development,Males,15 to 24 years,0.0
1981,Mining & petroleum development,Males,15 years and over,0.0
1981,Mining & petroleum development,Males,25 to 54 years,0.0
1981,Mining & petroleum development,Males,55 years and over,0.0
1981,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,47.5
1981,"Provincial & municipal government, education & health",Both sexes,15 years and over,217.2
1981,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,147.2
1981,"Provincial & municipal government, education & health",Both sexes,55 years and over,22.6
1981,"Provincial & municipal government, education & health",Females,15 to 24 years,34.400000000000006
1981,"Provincial & municipal government, education & health",Females,15 years and over,134.9
1981,"Provincial & municipal government, education & health",Females,25 to 54 years,89.0
1981,"Provincial & municipal government, education & health",Females,55 years and over,10.1
1981,"Provincial & municipal government, education & health",Males,15 to 24 years,12.9
1981,"Provincial & municipal government, education & health",Males,15 years and over,82.3
1981,"Provincial & municipal government, education & health",Males,25 to 54 years,58.1
1981,"Provincial & municipal government, education & health",Males,55 years and over,11.2
1981,"Transportation, communication & utilities",Both sexes,15 to 24 years,22.8
1981,"Transportation, communication & utilities",Both sexes,15 years and over,85.5
1981,"Transportation, communication & utilities",Both sexes,25 to 54 years,56.8
1981,"Transportation, communication & utilities",Both sexes,55 years and over,5.4
1981,"Transportation, communication & utilities",Females,15 to 24 years,4.3
1981,"Transportation, communication & utilities",Females,15 years and over,18.400000000000002
1981,"Transportation, communication & utilities",Females,25 to 54 years,12.1
1981,"Transportation, communication & utilities",Females,55 years and over,0.0
1981,"Transportation, communication & utilities",Males,15 to 24 years,16.2
1981,"Transportation, communication & utilities",Males,15 years and over,67.1
1981,"Transportation, communication & utilities",Males,25 to 54 years,44.8
1981,"Transportation, communication & utilities",Males,55 years and over,4.5
1981,Wholesale and retail,Both sexes,15 to 24 years,73.4
1981,Wholesale and retail,Both sexes,15 years and over,189.8
1981,Wholesale and retail,Both sexes,25 to 54 years,101.8
1981,Wholesale and retail,Both sexes,55 years and over,14.6
1981,Wholesale and retail,Females,15 to 24 years,35.5
1981,Wholesale and retail,Females,15 years and over,87.9
1981,Wholesale and retail,Females,25 to 54 years,46.4
1981,Wholesale and retail,Females,55 years and over,6.0
1981,Wholesale and retail,Males,15 to 24 years,37.9
1981,Wholesale and retail,Males,15 years and over,101.9
1981,Wholesale and retail,Males,25 to 54 years,55.4
1981,Wholesale and retail,Males,55 years and over,8.7
1982,Agriculture & forestry,Both sexes,15 to 24 years,16.2
1982,Agriculture & forestry,Both sexes,15 years and over,76.9
1982,Agriculture & forestry,Both sexes,25 to 54 years,43.1
1982,Agriculture & forestry,Both sexes,55 years and over,17.6
1982,Agriculture & forestry,Females,15 to 24 years,3.9
1982,Agriculture & forestry,Females,15 years and over,21.9
1982,Agriculture & forestry,Females,25 to 54 years,14.1
1982,Agriculture & forestry,Females,55 years and over,3.8
1982,Agriculture & forestry,Males,15 to 24 years,12.3
1982,Agriculture & forestry,Males,15 years and over,55.1
1982,Agriculture & forestry,Males,25 to 54 years,28.9
1982,Agriculture & forestry,Males,55 years and over,13.8
1982,Business & professional services,Both sexes,15 to 24 years,115.4
1982,Business & professional services,Both sexes,15 years and over,333.8
1982,Business & professional services,Both sexes,25 to 54 years,195.1
1982,Business & professional services,Both sexes,55 years and over,23.3
1982,Business & professional services,Females,15 to 24 years,66.6
1982,Business & professional services,Females,15 years and over,168.3
1982,Business & professional services,Females,25 to 54 years,92.8
1982,Business & professional services,Females,55 years and over,6.4
1982,Business & professional services,Males,15 to 24 years,48.8
1982,Business & professional services,Males,15 years and over,165.3
1982,Business & professional services,Males,25 to 54 years,102.5
1982,Business & professional services,Males,55 years and over,12.8
1982,Construction & construction trades,Both sexes,15 to 24 years,39.4
1982,Construction & construction trades,Both sexes,15 years and over,136.6
1982,Construction & construction trades,Both sexes,25 to 54 years,90.4
1982,Construction & construction trades,Both sexes,55 years and over,6.9
1982,Construction & construction trades,Females,15 to 24 years,4.3
1982,Construction & construction trades,Females,15 years and over,14.5
1982,Construction & construction trades,Females,25 to 54 years,9.5
1982,Construction & construction trades,Females,55 years and over,0.0
1982,Construction & construction trades,Males,15 to 24 years,35.0
1982,Construction & construction trades,Males,15 years and over,122.1
1982,Construction & construction trades,Males,25 to 54 years,80.9
1982,Construction & construction trades,Males,55 years and over,6.2
1982,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,27.4
1982,"Manufacturing, packaging & processing",Both sexes,15 years and over,103.6
1982,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,67.7
1982,"Manufacturing, packaging & processing",Both sexes,55 years and over,8.5
1982,"Manufacturing, packaging & processing",Females,15 to 24 years,7.2
1982,"Manufacturing, packaging & processing",Females,15 years and over,24.8
1982,"Manufacturing, packaging & processing",Females,25 to 54 years,16.6
1982,"Manufacturing, packaging & processing",Females,55 years and over,0.0
1982,"Manufacturing, packaging & processing",Males,15 to 24 years,20.3
1982,"Manufacturing, packaging & processing",Males,15 years and over,78.9
1982,"Manufacturing, packaging & processing",Males,25 to 54 years,51.1
1982,"Manufacturing, packaging & processing",Males,55 years and over,7.5
1982,Mining & petroleum development,Both sexes,15 to 24 years,0.0
1982,Mining & petroleum development,Both sexes,15 years and over,0.0
1982,Mining & petroleum development,Both sexes,25 to 54 years,0.0
1982,Mining & petroleum development,Both sexes,55 years and over,0.0
1982,Mining & petroleum development,Females,15 to 24 years,0.0
1982,Mining & petroleum development,Females,15 years and over,0.0
1982,Mining & petroleum development,Females,25 to 54 years,0.0
1982,Mining & petroleum development,Females,55 years and over,0.0
1982,Mining & petroleum development,Males,15 to 24 years,0.0
1982,Mining & petroleum development,Males,15 years and over,0.0
1982,Mining & petroleum development,Males,25 to 54 years,0.0
1982,Mining & petroleum development,Males,55 years and over,0.0
1982,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,46.2
1982,"Provincial & municipal government, education & health",Both sexes,15 years and over,236.3
1982,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,165.9
1982,"Provincial & municipal government, education & health",Both sexes,55 years and over,24.1
